CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,DIA_CRONICOS,DIA_CAINFANTIL,LSEX,LINF,LSUP,CLAVE_PROGRAMA_SIS,CLAVE_CAPITULO ,CAPITULO ,ES_SUIVE_MORB ,EPI_CLAVE ,EPI_CLAVE_DESC 2024,TIPO_PERSONAL_1VEZ_CE,TIPO_PERSONAL_SUBSEC_CE,VALIDO_SM,VALIDO_SB,VALIDO_PF
4442,L,L758,OTROS TRASTORNOS SUDORÍPAROS APOCRINOS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4443,L,L759,"TRASTORNO SUDORÍPARO APOCRINO, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4444,L,L80X,VITÍLIGO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4445,L,L810,HIPERPIGMENTACIÓN POSTINFLAMATORIA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4446,L,L811,CLOASMA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4447,L,L812,EFÉLIDE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4448,L,L813,MANCHAS CAFÉ CON LECHE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4449,L,L814,OTROS TIPOS DE HIPERPIGMENTACIÓN MELANODÉRMICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4450,L,L815,"LEUCODERMÍA, NO CLASIFICADA EN OTRA PARTE",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4451,L,L816,OTROS TRASTORNOS DE DISMINUCIÓN DE LA FORMACIÓN DE LA MELANINA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4452,L,L817,DERMATOSIS PURPÚRICA PIGMENTADA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4453,L,L818,OTROS TRASTORNOS ESPECIFICADOS DE LA PIGMENTACIÓN,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4454,L,L819,"TRASTORNO DE LA PIGMENTACIÓN, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4455,L,L82X,QUERATOSIS SEBORREICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4456,L,L83X,ACANTOSIS NIGRICANS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4457,L,L84X,CALLOS Y CALLOSIDADES,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4458,L,L850,ICTIOSIS ADQUIRIDA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4459,L,L851,QUERATOSIS [QUERATODERMIA] PALMAR Y PLANTAR ADQUIRIDA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4460,L,L852,QUERATOSIS PUNCTATA (PALMAR Y PLANTAR),NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4461,L,L853,XEROSIS DEL CUTIS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4462,L,L858,OTROS ENGROSAMIENTOS EPIDÉRMICOS ESPECIFICADOS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4463,L,L859,"ENGROSAMIENTO EPIDÉRMICO, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4464,L,L86X,QUERATODERMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4465,L,L870,QUERATOSIS FOLICULAR Y PARAFOLICULAR PENETRANTE DEL CUTIS [KYRLE],NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4466,L,L871,COLAGENOSIS PERFORANTE REACTIVA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4467,L,L872,ELASTOSIS SERPIGINOSA PERFORANTE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4468,L,L878,OTROS TRASTORNOS DE LA ELIMINACIÓN TRANSEPIDÉRMICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4469,L,L879,"TRASTORNO DE LA ELIMINACIÓN TRANSEPIDÉRMICA, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4470,L,L88X,PIODERMA GANGRENOSO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4471,L,L890,"ÚLCERA DE DECÚBITO Y POR ÁREA DE PRESIÓN, ETAPA I",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4472,L,L891,"ÚLCERA DE DECÚBITO, ETAPA II",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4473,L,L892,"ÚLCERA DE DECÚBITO, ETAPA III",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4474,L,L893,"ÚLCERA DE DECÚBITO, ETAPA IV",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4475,L,L899,"ÚLCERA DE DECÚBITO Y POR ÁREA DE PRESIÓN, NO ESPECIFICADA",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6,25,27",NO,NO,NO
4476,L,L900,LIQUEN ESCLEROSO Y ATRÓFICO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4477,L,L901,ANETODERMIA DE SCHWENINGER-BUZZI,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4478,L,L902,ANETODERMIA DE JADASSOHN-PELLIZZARI,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4479,L,L903,ATROFODERMA DE PASINI Y PRERINI,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4480,L,L904,ACRODERMATITIS CRÓNICA ATRÓFICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4481,L,L905,FIBROSIS Y AFECCIONES CICATRICIALES DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4482,L,L906,ESTRÍAS ATRÓFICAS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4483,L,L908,OTROS TRASTORNOS ATRÓFICOS DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4484,L,L909,"TRASTORNO ATRÓFICO DE LA PIEL, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4485,L,L910,CICATRIZ HIPERTRÓFICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,14,NO
4486,L,L918,OTROS TRASTORNOS HIPERTRÓFICOS DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4487,L,L919,"TRASTORNO HIPERTRÓFICO DE LA PIEL, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4488,L,L920,GRANULOMA ANULAR,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4489,L,L921,"NECROBIOSIS LIPÍDICA, NO CLASIFICADA EN OTRA PARTE",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4490,L,L922,GRANULOMA FACIAL (GRANULOMA EOSINÓFILO DE LA PIEL),NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4491,L,L923,GRANULOMA POR CUERPO EXTRAÑO EN LA PIEL Y EN EL TEJIDO SUBCUTÁNEO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4492,L,L928,OTROS TRASTORNOS GRANULOMATOSOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4493,L,L929,"TRASTORNO GRANULOMATOSO DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,14,NO
4494,L,L930,LUPUS ERITEMATOSO DISCOIDE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4495,L,L931,LUPUS ERITEMATOSO CUTÁNEO SUBAGUDO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4496,L,L932,OTROS LUPUS ERITEMATOSOS LOCALIZADOS,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4497,L,L940,ESCLERODERMA LOCALIZADO [MORFEA],NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4498,L,L941,ESCLERODERMA LINEAL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4499,L,L942,CALCINOSIS DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4500,L,L943,ESCLERODACTILIA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4501,L,L944,PÁPULAS DE GOTTRON,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4502,L,L945,POIQUILODERMIA VASCULAR ATRÓFICA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4503,L,L946,AINHUM,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4504,L,L948,OTROS TRASTORNOS LOCALIZADOS ESPECIFICADOS DEL TEJIDO CONJUNTIVO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4505,L,L949,"TRASTORNO LOCALIZADO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4506,L,L950,VASCULITIS LIVEDOIDE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4507,L,L951,ERITEMA ELEVATUM DIUTINUM,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4508,L,L958,OTRAS VASCULITIS LIMITADAS A LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4509,L,L959,"VASCULITIS LIMITADA A LA PIEL, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4510,L,L97X,"ÚLCERA DE MIEMBRO INFERIOR, NO CLASIFICADA EN OTRA PARTE",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4511,L,L980,GRANULOMA PIÓGENO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,14,NO
4512,L,L981,DERMATITIS FACTICIA,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4513,L,L982,DERMATOSIS NEUTRÓFILA FEBRIL [SWEET],NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4514,L,L983,CELULITIS EOSINÓFILIA [WELLS],NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4515,L,L984,"ÚLCERA CRÓNICA DE LA PIEL, NO CLASIFICADA EN OTRA PARTE",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4516,L,L985,MUCINOSIS DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4517,L,L986,OTROS TRASTORNOS INFILTRATIVOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4518,L,L987,PIEL Y TEJIDO SUBCUTÁNEO EXCESIVA Y REDUNDANTE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4519,L,L988,OTROS TRASTORNOS ESPECIFICADOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
4520,L,L989,"TRASTORNO DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO, NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6,25,27",NO,NO,NO
4521,L,L990,AMILOIDOSIS DE LA PIEL,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4522,L,L998,OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,3,XII,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4523,M,M000,ARTRITIS Y POLIARTRITIS ESTAFILOCÓCICA,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4524,M,M001,ARTRITIS Y POLIARTRITIS NEUMOCÓCICA,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4525,M,M002,OTRAS ARTRITIS Y POLIARTRITIS ESTREPTOCÓCICAS,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4526,M,M008,ARTRITIS Y POLIARTRITIS DEBIDAS A OTROS AGENTES BACTERIANOS ESPECIFICADOS,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4527,M,M009,"ARTRITIS PIÓGENA, NO ESPECIFICADA",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4528,M,M010,ARTRITIS MENINGOCÓCICA,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4529,M,M011,ARTRITIS TUBERCULOSA,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4530,M,M012,ARTRITIS EN LA ENFERMEDAD DE LYME,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4531,M,M013,ARTRITIS EN OTRAS ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4532,M,M014,ARTRITIS EN RUBÉOLA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
