clues,sub_abreviacion,tip_abreviacion,nombre_unidad,en_operacion,id_entidad_federativa,tipo_unidad,institucion
OCIMB004270,99,P,UM 17 SANTA MARÍA HUATULCO (PROCEDES),1,20,1,IMB
OCIMB004282,99,P,UM 18 SANTA MARÍA HUATULCO (OPORTUNIDADES),1,20,1,IMB
OCIMB004294,99,P,UM 19 CRUCECITA (OPORTUNIDADES),1,20,1,IMB
OCIMB004306,UNE04,UNE,UNEME EC CRUCESITA,1,20,1,IMB
OCIMB004311,99,E,STA.MARÍA HUAZOLOTITLAN,1,20,1,IMB
OCIMB004323,99,A,SANTA MARÍA CHICOMETEPEC (LA BOQUILLA),1,20,1,IMB
OCIMB004335,99,A,ZOCOTEACA DE LEÓN,1,20,1,IMB
OCIMB004340,99,A,VEGA DEL SOL,1,20,1,IMB
OCIMB004352,99,G,CSU 04 SANTA MARÍA JALAPA DEL MARQUEZ,1,20,1,IMB
OCIMB004364,99,A,SAN CRISTÓBAL,1,20,1,IMB
OCIMB004376,99,D,SANTA MARÍA JALTIANGUIS,1,20,1,IMB
OCIMB004381,99,D,SANTA MARÍA LACHIXIO,1,20,1,IMB
OCIMB004393,99,E,SANTA MARÍA MIXTEQUILLA,1,20,1,IMB
OCIMB004405,99,D,SANTA MARÍA NATIVITAS,1,20,1,IMB
OCIMB004410,99,D,SANTA MARÍA NDUAYACO,1,20,1,IMB
OCIMB004422,99,D,SANTA MARÍA OZOLOTEPEC,1,20,1,IMB
OCIMB004434,99,P,UM 13 SANTA MARÍA OZOLOTEPEC,1,20,3,IMB
OCIMB004446,99,A,SANTA CRUZ OZOLOTEPEC,1,20,1,IMB
OCIMB004451,99,A,SAN MATEO TEPANTEPEC,1,20,1,IMB
OCIMB004463,99,P,UM 09 SAN MATEO TEPANTEPEC (PAC),1,20,1,IMB
OCIMB004475,99,A,SANTA CATARINA ESTETLA,1,20,1,IMB
OCIMB004480,99,D,SANTA MARÍA QUIEGOLANI,1,20,1,IMB
OCIMB004492,99,D,SANTA MARÍA TECOMAVACA,1,20,1,IMB
OCIMB004504,99,D,SANTA MARÍA TEMAXCALTEPEC,1,20,1,IMB
OCIMB004516,99,A,VILLA NUEVA,1,20,1,IMB
OCIMB004521,99,D,SANTA MARÍA TONAMECA,1,20,1,IMB
OCIMB004533,99,A,CERRO GORDO,1,20,1,IMB
OCIMB004545,99,A,SAN FRANCISCO COZOALTEPEC,1,20,1,IMB
OCIMB004550,99,P,UM 12 SAN FRANCISCO COZOALTEPEC (PROCEDES),1,20,1,IMB
OCIMB004562,99,P,UM 13 SAN FRANCISCO COZOALTEPEC (PROCEDES),1,20,1,IMB
OCIMB004574,99,B,"VENADO, EL",1,20,1,IMB
OCIMB004586,99,D,SANTA MARÍA YALINA,1,20,1,IMB
OCIMB004591,99,D,SANTA MARÍA YAVESIA,1,20,1,IMB
OCIMB004603,99,A,SAN ISIDRO PAZ Y PROGRESO,1,20,1,IMB
OCIMB004615,99,E,SANTA MARÍA ZACATEPEC,1,20,1,IMB
OCIMB004620,99,P,UM 09 SANTA MARÍA ZACATEPEC (OPORTUNIDADES),1,20,1,IMB
OCIMB004632,99,D,SANTA MARÍA ZANIZA,1,20,1,IMB
OCIMB004644,99,A,EL MAMEY,1,20,1,IMB
OCIMB004656,99,P,UM 14 EL MAMEY (OPORTUNIDADES),1,20,1,IMB
OCIMB004661,99,P,UM 24 EL MAMEY (OPORTUNIDADES),1,20,1,IMB
OCIMB004673,99,D,SANTIAGO APOALA,1,20,1,IMB
OCIMB004690,99,A,ESTANCIA DE MORELOS,1,20,1,IMB
OCIMB004702,99,A,ARROYO MACHO,1,20,1,IMB
OCIMB004714,99,D,SANTIAGO COMALTEPEC,1,20,1,IMB
OCIMB004726,99,D,SANTIAGO CHAZUMBA,1,20,1,IMB
OCIMB004731,99,P,UM 30 SANTÁAGO CHAZUMBA (OPORTUNIDADES),1,20,1,IMB
OCIMB004743,99,A,SAN JUAN DEL RÍO,1,20,1,IMB
OCIMB004755,99,P,UM 02 SAN JUAN DEL RÍO (OPORTUNIDADES),1,20,1,IMB
OCIMB004760,99,D,SANTIAGO IHUITLAN PLUMAS,1,20,1,IMB
OCIMB004772,99,A,SAN JOSÉ DE LAS FLORES,1,20,1,IMB
OCIMB004784,99,P,UM 04 SANTIAGO JOCOTEPEC (OPORTUNIDADES),1,20,1,IMB
OCIMB004796,99,A,R 02 SAN MIGUEL LACHIXOLA,1,20,1,IMB
OCIMB004801,99,B,R 02 RÍO CHIQUITO,1,20,1,IMB
OCIMB004813,99,A,R 02 SAN ANTONIO LAS PALMAS,1,20,1,IMB
OCIMB004825,99,P,UM 13 SANTIAGO JUXTLAHUACA (OPORTUNIDADES),1,20,1,IMB
OCIMB004830,99,A,SAN JUAN COPALA,1,20,1,IMB
OCIMB004842,99,P,UM 03 SAN JUAN COPALA (OPORTUNIDADES),1,20,1,IMB
OCIMB004854,99,A,SANTOS REYES ZOCHIQUILAZOLA,1,20,1,IMB
OCIMB004866,99,A,GUIGOVELAGA,1,20,1,IMB
OCIMB004871,99,D,SANTIAGO LALOPA,1,20,1,IMB
OCIMB004883,99,D,SANTIAGO LAXOPA,1,20,1,IMB
OCIMB004895,99,A,RANCHO NUEVO,1,20,1,IMB
OCIMB004900,99,A,RANCHO SAN FELIPE (SAN FELIPE GUILA),1,20,1,IMB
OCIMB004912,99,M,HG PINOTEPA PEDRO ESPINOZA RUEDA,1,20,2,IMB
OCIMB004924,99,P,UM 01 SANTIAGO PINOTEPA NACIONAL (PROCEDES),1,20,1,IMB
OCIMB004936,99,P,UM 02 SANTIAGO PINOTEPA NACIONAL (PROCEDES),1,20,1,IMB
OCIMB004941,99,P,UM 03 SANTIAGO PINOTEPA NACIONAL (PROCEDES),1,20,1,IMB
OCIMB004953,99,K,CSU 08 SANTIAGO PINOTEPA NACIONAL,1,20,1,IMB
OCIMB004965,99,D,"CIRUELO,EL",1,20,1,IMB
OCIMB004970,99,A,COLLANTES,1,20,1,IMB
OCIMB004982,99,A,CORRALERO,1,20,1,IMB
OCIMB004994,99,A,CRUZ DE ITACUAN,1,20,1,IMB
OCIMB005006,99,A,LO DE MEJIA,1,20,1,IMB
OCIMB005011,99,A,PIEDRA BLANCA,1,20,1,IMB
OCIMB005023,99,A,SANTA MARÍA JICALTEPEC,1,20,1,IMB
OCIMB005035,99,E,SANTIAGO SUCHILQUITONGO,1,20,1,IMB
OCIMB005040,99,A,SANTA CRUZ LACHIXOLANA,1,20,1,IMB
OCIMB005052,99,P,UM 10 SANTIAGO TAMAZOLA (OPORTUNIDADES),1,20,1,IMB
OCIMB005064,99,D,VILLA TEJUPAM DE LA UNIÓN,1,20,1,IMB
OCIMB005076,99,P,UM 27 VILLA TEJÚPAM DE LA UNIÓN (EC),1,20,1,IMB
OCIMB005081,99,A,"CUMBRE,LA",1,20,1,IMB
OCIMB005093,99,A,RÍO HUMO,1,20,1,IMB
OCIMB005105,99,P,UM 11 RÍO HUMO,1,20,3,IMB
OCIMB005110,99,A,SANTIAGO SOCHILTEPEC,1,20,1,IMB
OCIMB005122,99,P,UM 06 SANTIAGO TILANTONGO (OPORTUNIDADES),1,20,1,IMB
OCIMB005134,99,A,GENERAL VICENTE GUERRERO,1,20,1,IMB
OCIMB005146,99,A,"PAZ,LA",1,20,1,IMB
OCIMB005151,99,A,SAN FELIPE LACHILLO,1,20,1,IMB
OCIMB005163,99,D,SANTAIGO XIACUI,1,20,1,IMB
OCIMB005175,99,E,R02 SANTIAGO YAITEPEC,1,20,1,IMB
OCIMB005180,99,A,R 01 LA TRINIDAD,1,20,1,IMB
OCIMB005192,99,P,UM 06 LA TRINIDAD (OPORTUNIDADES),1,20,1,IMB
OCIMB005204,99,E,R 02 SANTIAGO YOLOMECATL,1,20,1,IMB
OCIMB005216,99,D,SANTIAGO YOSONDUA,1,20,1,IMB
OCIMB005221,99,P,UM 12 SANTIAGO YOSONDÚA (OPORTUNIDADES),1,20,1,IMB
OCIMB005233,99,D,SANTIAGO YUCUYACHI,1,20,1,IMB
OCIMB005245,99,E,SANTIAGO ZACATEPEC,1,20,1,IMB
OCIMB005250,99,A,"CANDELARIA,LA",1,20,1,IMB
OCIMB005262,99,A,SAN JUAN METALATEPEC,1,20,1,IMB
OCIMB005274,99,D,NUEVO ZOQUIAPAM,1,20,1,IMB
OCIMB005286,99,E,R02 SANTO DOMINGO INGENIO,1,20,1,IMB
OCIMB005291,99,D,SANTO DOMINGO ARMENTA,1,20,1,IMB
OCIMB005303,99,D,SANTO DOMINGO CHIHUITAN,1,20,1,IMB
OCIMB005315,99,D,STO.DOMINGO IXCATLAN,1,20,1,IMB
OCIMB005320,99,D,SANTO DOMINGO NUXAA,1,20,1,IMB
OCIMB005332,99,P,UM 07 SANTO DOMINGO NUXAÁ (OPORTUNIDADES),1,20,1,IMB
OCIMB005344,99,A,OJO DE AGUA,1,20,1,IMB
OCIMB005356,99,D,SANTO DOMINGO OZOLOTEPEC,1,20,1,IMB
OCIMB005361,99,A,CONCEPCIÓN BAMBA,1,20,1,IMB
OCIMB005373,99,A,COLONIA JORDAN (EL OCHO),1,20,1,IMB
OCIMB005385,99,A,SANTA CRUZ BAMBA Y GARRAPATERO(EL RINCÓN),1,20,1,IMB
OCIMB005390,99,A,SANTA GERTRIDIS MIRAMAR (EL CARRIZAL),1,20,1,IMB
OCIMB005402,99,A,SAN JOSÉ EL PARAÍSO,1,20,1,IMB
OCIMB005414,99,D,SANTO DOMINGO TOMALTEPEC,1,20,1,IMB
OCIMB005426,99,A,SAN SEBASTIAN DEL MONTE,1,20,1,IMB
OCIMB005431,99,P,UM 11 SANTO DOMINGO TONALTEPEC (OPORTUNIDADES),1,20,1,IMB
OCIMB005443,99,D,SANTO DOMINGO XAGACIA,1,20,1,IMB
OCIMB005455,99,D,SANTO DOMINGO YODOHINO,1,20,1,IMB
OCIMB005460,99,F,R 03 SANTO DOMINGO ZANATEPEC,1,20,1,IMB
OCIMB005472,99,A,HUANACASTAL,1,20,1,IMB
OCIMB005484,99,A,YERBA SANTA,1,20,1,IMB
OCIMB005496,99,A,GENERAL PASCUAL FUENTES (JICARO),1,20,1,IMB
OCIMB005501,99,P,UM 08 SANTOS REYES NOPALA (PROCEDES),1,20,1,IMB
OCIMB005513,99,A,CERRO DEL AIRE,1,20,1,IMB
OCIMB005525,99,A,SANTIAGO CUIXTLA,1,20,1,IMB
OCIMB005530,99,D,SANTOS REYES YUCUNA,1,20,1,IMB
OCIMB005542,99,D,SANTO TOMÁS JALIEZA,1,20,1,IMB
OCIMB005554,99,D,SANTO TOMÁS MAZALTEPEC,1,20,1,IMB
OCIMB005566,99,A,PLAN ALEMÁN,1,20,1,IMB
OCIMB005571,99,D,SANTO TOMÁS TAMAZULAPAM,1,20,1,IMB
OCIMB005583,99,E,SAN VICENTE COATLAN,1,20,1,IMB
OCIMB005595,99,D,SILACAYOAPAN,1,20,1,IMB
OCIMB005600,99,A,SAN ANDRÉS MONTAÑA,1,20,1,IMB
OCIMB005612,99,E,SOLEDAD ETLA,1,20,1,IMB
OCIMB005624,99,E,CENTRO DE SALUD RURAL DE 2 NUCLEOS BASICOS,1,20,1,IMB
OCIMB005636,99,P,UM 26 VILLA DE TAMAZULÁPAM DEL PROGRESO (EC),1,20,1,IMB
OCIMB005641,99,D,TANICHE,1,20,1,IMB
OCIMB005653,99,D,TEOCOCUILCO DE MARCOS PEREZ,1,20,1,IMB
OCIMB005665,99,A,ARROYO GUACAMAYA,1,20,1,IMB
OCIMB005670,99,A,VIGASTEPEC,1,20,1,IMB
OCIMB005682,99,D,TEOTONGO,1,20,1,IMB
OCIMB005694,99,D,TEPELMEME VILLA DE MORELOS,1,20,1,IMB
OCIMB005706,99,P,UM 16 TEPELMEME VILLA DE MORELOS (OPORTUNIDADES),1,20,1,IMB
OCIMB005711,99,D,TEZOATLAN DE SEGURA Y LUNA,1,20,1,IMB
OCIMB005723,99,A,JUQUILA DE LEÓN,1,20,1,IMB
OCIMB005735,99,A,YUCUÑUTI DE JUÁREZ,1,20,1,IMB
OCIMB005740,99,D,SAN JERONIMO TLACOCHAHUAYA,1,20,1,IMB
OCIMB005752,99,A,SAN LUIS DEL RÍO,1,20,1,IMB
OCIMB005764,99,A,SAN MARCOS TLAPAZOLA,1,20,1,IMB
OCIMB005776,99,A,SAN FRANCISCO JAYACAXTEPEC,1,20,1,IMB
OCIMB005781,99,D,TRINIDAD ZAACHILA,1,20,1,IMB
OCIMB005793,99,A,SAN MIGUEL TANICHICO,1,20,1,IMB
OCIMB005805,99,F,UNIÓN HIDALGO,1,20,1,IMB
OCIMB005810,99,D,VALERÍO TRUJANO,1,20,1,IMB
OCIMB005822,99,P,UM 11 SAN JUAN BAUTISTA VALLE NACIONAL (OPORTUNIDADES),1,20,1,IMB
OCIMB005834,99,P,UM 14 SAN JUAN BAUTISTA VALLE NACIONAL (OPORTUNIDADES),1,20,1,IMB
OCIMB005846,99,A,SAN FELIPE DE LEÓN,1,20,1,IMB
OCIMB005851,99,A,SAN RAFAEL AGUA PESCADITO,1,20,1,IMB
OCIMB005863,99,A,"CARRIZAL,EL",1,20,1,IMB
OCIMB005875,99,D,MAGDALENA YODOCONO DE PORFIRÍO DÍAZ,1,20,1,IMB
OCIMB005880,99,D,YOGANA,1,20,1,IMB
OCIMB005892,99,D,YUTANDUCHI DE GUERRERO,1,20,1,IMB
OCIMB005904,99,F,VILLA DE ZAACHILA,1,20,1,IMB
OCIMB005916,99,A,R 01 ZAPOTITLÁN DEL RÍO,1,20,1,IMB
OCIMB005921,99,G,CSU 04 ZIMATLAN DE ALVAREZ,1,20,1,IMB
OCIMB005933,99,A,SAN PEDRO EL ALTO,1,20,1,IMB
OCIMB005945,99,A,SAN PEDRO TOTOMACHAPAM,1,20,1,IMB
OCIMB005950,99,A,SAN SEBASTIAN RÍO DULCE,1,20,1,IMB
OCIMB005962,99,F,VICENTE CAMALOTE,1,20,1,IMB
OCIMB005974,99,D,"RAYMUNDO MELENDEZ,COL",1,20,1,IMB
OCIMB005986,99,A,AGUA DEL ESPINO,1,20,1,IMB
OCIMB005991,99,D,CONCEPCIÓN BUENA VISTA,1,20,1,IMB
OCIMB006003,99,B,EL ROSARÍO (BARRÍO EL ROSARÍO),1,20,1,IMB
OCIMB006015,99,A,TIERRA BLANCA,1,20,1,IMB
OCIMB006020,99,A,CONCEPCIÓN LAS MESAS,1,20,1,IMB
OCIMB006032,99,D,HUAUTEPEC,1,20,1,IMB
OCIMB006044,99,D,"RODRIGO CARRASCO,COL",1,20,1,IMB
OCIMB006056,99,F,CSU 03 CHEGUIGO SUR BARRÍO,1,20,1,IMB
OCIMB006061,99,F,"CSU 03 GUSTAVO PINEDA,COL",1,20,1,IMB
OCIMB006073,99,A,EL MIRADOR,1,20,1,IMB
OCIMB006085,99,A,LA SOLEDAD (SAN SIMON),1,20,1,IMB
OCIMB006090,99,D,MAGDALENA MIXTEPEC,1,20,1,IMB
OCIMB006102,99,A,SN.SEBASTIAN PROGRESO,1,20,1,IMB
OCIMB006114,99,P,UM 29 SAN SEBASTÍAN PROGRESO (EC),1,20,1,IMB
OCIMB006126,99,D,MAGDALENA ZAHUATLAN,1,20,1,IMB
OCIMB006131,99,A,R 01 PLAN DE SAN LUIS,1,20,1,IMB
OCIMB006143,99,E,LOMAS DE SAN JACINTO,1,20,1,IMB
OCIMB006155,99,D,SANTA CATARINA QUIOQUITANI,1,20,1,IMB
OCIMB006160,99,D,MORELOS,1,20,1,IMB
OCIMB006172,99,D,COLONIA HUGO MAYORAL,1,20,1,IMB
OCIMB006184,99,A,ENSENADA DE LA VENTOSA (BAHÍA LA VENTOSA),1,20,1,IMB
OCIMB006196,99,A,INFIERNILLO (INFIERNILLO SAN FRANCISCO),1,20,1,IMB
OCIMB006201,99,D,SAN BALTAZAR YATZACHI EL BAJO,1,20,1,IMB
OCIMB006213,99,D,SAN BLAS ATEMPA,1,20,1,IMB
OCIMB006225,99,A,GUADALUPE VICTORIA,1,20,1,IMB
OCIMB006230,99,A,SANTO TOMÁS DE ARRIBA,1,20,1,IMB
OCIMB006242,99,D,SAN FRANCISCO CHINDUA,1,20,1,IMB
OCIMB006254,99,A,SAN CRISTÓBAL HONDURAS,1,20,1,IMB
OCIMB006266,99,A,SANTA CATARINA TLAXILA,1,20,1,IMB
OCIMB006271,99,A,EL TESORO,1,20,1,IMB
OCIMB006283,99,D,SAN JUAN YATZONA,1,20,1,IMB
OCIMB006295,99,D,SAN JUAN YUCUITA,1,20,1,IMB
OCIMB006300,99,D,SAN MARTÍN HUAMELULPAM,1,20,1,IMB
OCIMB006312,99,D,SAN MIGUEL AHUEHUETITLAN,1,20,1,IMB
OCIMB006324,99,A,SOLEDAD PERAS,1,20,1,IMB
OCIMB006336,99,B,R 02 ARROYO CHICAL (NUEVO ARROYO CHICALI),1,20,1,IMB
OCIMB006341,99,D,SAN NICOLÁS,1,20,1,IMB
OCIMB006353,99,A,SAN ANTONIO LALANA,1,20,1,IMB
OCIMB006365,99,A,SANTA CRUZ OCOTAL,1,20,1,IMB
OCIMB006370,99,A,EL FARO,1,20,1,IMB
OCIMB006382,99,A,PEÑAS NEGRAS,1,20,1,IMB
OCIMB006394,99,A,BUENAVISTA DE JUÁREZ,1,20,1,IMB
OCIMB006406,99,D,SANTA CRUZ XOXOCOTLAN(COLONIA LA PAZ),1,20,1,IMB
OCIMB006411,99,D,NAZARENO,1,20,1,IMB
OCIMB006423,99,A,LA BARRA DE COLOTEPEC (PRIMERA SECCIÓN),1,20,1,IMB
OCIMB006435,99,A,R 02 AGUA DEL PAXTLE,1,20,1,IMB
OCIMB006440,99,A,SAN MARTÍN DE PORRES,1,20,1,IMB
OCIMB006452,99,A,R 01 JOSÉ LÓPEZ PORTILLO (CHOCOMANATLÁN),1,20,1,IMB
OCIMB006464,99,A,SANTA MARÍA ZAPOTITLAN,1,20,1,IMB
OCIMB006476,99,A,SAN FRANCISCO EL MAGUEY,1,20,1,IMB
OCIMB006481,99,A,CERRO DE LA ESPERANZA (EL CHIVO),1,20,1,IMB
OCIMB006493,99,A,SAN JUAN JALTEPEC,1,20,1,IMB
OCIMB006505,99,A,CAÑA BRAVA,1,20,1,IMB
OCIMB006510,99,D,SANTO DOMINGO ROAYAGA,1,20,1,IMB
OCIMB006522,99,D,COL. BENITO JUÁREZ,1,20,1,IMB
OCIMB006534,99,D,"LÓPEZ PORTILLO, COL.",1,20,1,IMB
OCIMB006546,99,A,SAN JUAN HUAXTEPEC,1,20,1,IMB
OCIMB006551,99,E,R 02 MACUITXOCHITL DE ARTIGAS CARRANZA,1,20,1,IMB
OCIMB006563,99,D,SANTA FE Y LA MAR,1,20,1,IMB
OCIMB006575,99,A,R 02 PASO NUEVO LA HAMACA,1,20,1,IMB
OCIMB006580,99,E,R 02 VILLA DÍAZ ORDAZ,1,20,1,IMB
OCIMB006592,99,G,CSU 04 GUADALUPE VICTORIA,1,20,1,IMB
OCIMB006604,99,E,TRINIDAD DE VIGUERA,1,20,1,IMB
OCIMB006616,99,E,R 02 CHAHUITES,1,20,1,IMB
OCIMB006621,99,A,CONGREGACION SAN ANTONIO,1,20,1,IMB
OCIMB006633,99,D,SANTA MARÍA XADANI,1,20,1,IMB
OCIMB006645,99,A,R 02 SAN FELIPE TILPAN,1,20,1,IMB
OCIMB006650,UNE14,UNE,CLINICA DE LA MUJER,1,20,1,IMB
OCIMB006662,99,A,EL RASTROJO,1,20,1,IMB
OCIMB006674,99,D,SAN JUAN COMALTEPEC,1,20,1,IMB
OCIMB006686,99,E,NAZARENO ETLA,1,20,1,IMB
OCIMB006691,99,B,R 02 ARROYO CHOÁPAN,1,20,1,IMB
OCIMB006703,99,A,RÍO ANONA,1,20,1,IMB
OCIMB006715,99,A,EJIDO EL RINCÓN (PALO VERDE),1,20,1,IMB
OCIMB006720,99,A,IGNACIO ZARAGOZA,1,20,1,IMB
OCIMB006732,99,A,SAN JUAN ELOTEPEC,1,20,1,IMB
OCIMB006744,99,G,PUTLA VILLA DE GUERRERO,1,20,1,IMB
OCIMB006756,99,A,MORELOS,1,20,1,IMB
OCIMB006761,99,A,GUADALUPE DEL RECREO,1,20,1,IMB
OCIMB006773,99,A,SAN PEDRO EL ALTO,1,20,1,IMB
OCIMB006785,99,D,SAN PEDRO YANERI,1,20,1,IMB
OCIMB006790,99,E,REYES ETLA,1,20,1,IMB
OCIMB006802,99,A,VALDEFLORES,1,20,1,IMB
OCIMB006814,99,E,VICENTE GUERRERO,1,20,1,IMB
OCIMB006826,99,O,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,1,20,2,IMB
OCIMB006831,99,A,PUENTE MADERA,1,20,1,IMB
OCIMB006843,99,A,SAN ANDRÉS LOVENE,1,20,1,IMB
OCIMB006855,99,D,TLACOTEPEC PLUMAS,1,20,1,IMB
OCIMB006860,99,A,SANTA MARÍA YACOCHI,1,20,1,IMB
OCIMB006872,99,E,R02 SAN MIGUEL DEL VALLE,1,20,1,IMB
OCIMB006884,99,H,CSU 05 JUCHITÁN DE ZARAGOZA 5A SECCIÓN,1,20,1,IMB
OCIMB006896,99,A,PESQUERIA RANCHO SALINAS,1,20,1,IMB
OCIMB006901,99,A,GUADALUPE NUEVO CENTRO,1,20,1,IMB
OCIMB006913,99,A,SAN PEDRO AYACAXTEPEC,1,20,1,IMB
OCIMB006925,99,A,EL MEZQUITE,1,20,1,IMB
OCIMB006930,99,A,EL PORVENIR,1,20,1,IMB
OCIMB006942,99,A,CENTRO DE SALUD DE 1 CONSULTORIO FRANCISCO VILLA,1,20,1,IMB
OCIMB006954,99,A,CONSULTORIO DE MEDICINA GENERAL,1,20,1,IMB
OCIMB006966,99,A,R 01 EL MANZANITO TEPANTEPEC,1,20,1,IMB
OCIMB006971,T03,T,CEPAVI,1,20,1,IMB
OCIMB006983,99,E,CENTRO DE SALUD RURAL DE 2 NUCLEO BASICOS,1,20,1,IMB
OCIMB006995,99,A,CENTRO DE SALUD DE UN NUCLEO BASICO SANTA ROSA,1,20,1,IMB
OCIMB007000,99,E,CENTRO DE SALUD DE 2 NUCLEOS BASICOS,1,20,1,IMB
OCIMB007012,99,M,HG JUCHITAN DR. MACEDONIO BENITEZ FUENTES,1,20,2,IMB
OCIMB007024,99,E,CENTRO DE SALUD URBANO DE LA AMISTAD 02 N.B. EL ESPINAL,1,20,1,IMB
OCIMB007036,99,F,CENTRO DE SALUD URBANO DE 03 N.B. PALOMARES,1,20,1,IMB
OCIMB007041,99,P,PFAM TIERRA BLANCA,1,20,3,IMB
OCIMB007053,99,P,PFAM SANTA CECILIA DE MADERO,1,20,3,IMB
OCIMB007065,99,P,PFAM EL COROZAL,1,20,3,IMB
OCIMB007070,99,P,PFAM LA MESILA,1,20,3,IMB
OCIMB007082,99,P,PFAM SAN JUAN MONTE FLOR,1,20,3,IMB
OCIMB007094,99,P,PFAM SANTA CRUZ RANCHO VIEJO,1,20,3,IMB
OCIMB007106,99,P,PFAM- LA DIVINA PRVIDENCIA,1,20,3,IMB
OCIMB007111,99,P,PFAM- SAN MIGUEL YOGOVAN,1,20,3,IMB
OCIMB007123,99,P,PFAM - EL TEMASCAL,1,20,3,IMB
OCIMB007135,99,P,PFAM EL VERGEL,1,20,3,IMB
OCIMB007140,99,P,PFAM COLONIA LA CENTRAL,1,20,3,IMB
OCIMB007152,99,P,PFAM PALO DE LIMA,1,20,3,IMB
OCIMB007164,99,P,PFAM COLONIA BUENA VISTA,1,20,3,IMB
OCIMB007176,99,P,PFAM LLANO GRANDE,1,20,3,IMB
OCIMB007181,99,M,HOSPITAL ESPECIALIZADO DE 30 CAMAS DE JUCHITAN,1,20,2,IMB
OCIMB007205,UNE09,UNE,QUIROFANO MOVIL TEMPORAL COVID,1,20,1,IMB
OCIMB007210,99,E,CSU SANTA MARIA GUIENAGATI,1,20,1,IMB
OCIMB007222,99,A,SALINAS DEL MARQUES,1,20,1,IMB
OCIMB007234,99,E,CSU 02 SANTIAGO NILTEPEC,1,20,1,IMB
OCIMB007246,99,P,UM 04 NUEVA ESPERANZA,1,20,3,IMB
OCIMB007251,99,P,UM 11 SANTO DOMINGO LA REFORMA,1,20,3,IMB
OCIMB007263,99,P,UM 06 EL TORTUGUERO,1,20,3,IMB
OCIMB007275,99,P,UM 01 BENITO JUAREZ (EL TREBOL),1,20,3,IMB
OCIMB007280,99,P,UM 07 ARROYO CHICHIHUA,1,20,3,IMB
OCIMB007292,99,P,UM 05 SAN PABLO,1,20,3,IMB
OCIMB007304,99,P,UM 08 BENITO JUAREZ,1,20,3,IMB
OCIMB007316,99,P,UM 09 SANTO DOMINGO,1,20,3,IMB
OCIMB007321,99,P,UM 10 TAPANALA,1,20,3,IMB
OCIMB007333,99,A,SAN MIGUEL MONTEVERDE,1,20,1,IMB
OCIMB007345,99,CES,CESSA SAN SEBASTIAN COATLAN,1,20,1,IMB
OCIMB007350,99,D,JUCHITAN DE ZARAGOZA 7A SECCION,1,20,1,IMB
OCIMB007362,99,CES,CESSA SAN JACINTO AMILPAS,1,20,1,IMB
OCIMB007374,99,A,R 01 PEÑA COLORADA,1,20,1,IMB
OCIMB007386,99,CES,CESSA SAN FRANCISCO IXHUATÁN,1,20,1,IMB
OCIMB007391,99,F,CSU 03 SAN MARTÍN MEXICAPAM,1,20,1,IMB
OCIMB007403,99,A,R 01 SAN PEDRO LLANO GRANDE,1,20,1,IMB
OCIMB007415,99,P,UNIDAD MEDICA MOVIL CUAUHTEMOC GUADALUPE,1,20,1,IMB
OCIMB007420,99,I,CSU COLONIA ESTRELLA,1,20,1,IMB
OCIMB007432,99,A,R 01 SAN PEDRO COATLÁN,1,20,1,IMB
OCIMB007444,99,A,R 01 TIERRA CALIENTE,1,20,1,IMB
OCIMB007456,99,CES,CENTRO DE SALUD DE SERVICIOS AMPLIADOS DE SAN FRANCISCO TELIXTLAHUACA,1,20,1,IMB
OCIMB007461,99,P,UNIDAD MEDICA MOVIL SANTO DOMINGO TICÚ,1,20,1,IMB
OCIMB007473,99,P,PFAM YERBA SANTA,1,20,3,IMB
OCIMB007485,99,P,PFAM T-0 PIEDRA DEL TAMBOR,1,20,3,IMB
OCIMB007490,99,A,R 01 DOLORES,1,20,1,IMB
OCIMB007502,99,A,R 01 PEÑA NEGRA NOPALERA,1,20,1,IMB
OCIMB007514,99,A,R 01 SAN FELIPE IXTAPA,1,20,1,IMB
OCIMB007526,99,B,PUEBLO NUEVO,1,20,1,IMB
OCIMB007531,99,B,R 02 BETHANIA,1,20,1,IMB
OCIMB007543,99,B,R 02 CAMELIA ROJA,1,20,1,IMB
OCIMB007555,99,A,SANTA MARÍA ACATEPEC,1,20,1,IMB
OCIMB007560,99,E,SAN FELIPE DEL AGUA,1,20,1,IMB
OCIMB007572,99,M,HG CIUDAD IXTEPEC,1,20,2,IMB
OCIMB007584,99,E,CENTRO DE SALUD URBANO COL. COLOSIO,1,20,1,IMB
OCIMB007596,99,E,CSU 02 COL. MARTIREZ,1,20,1,IMB
OCIMB007601,99,A,C.S.1.N.B. SAN FRANCISCO YATEE,1,20,1,IMB
OCIMB007613,99,A,C.S.1.N.B. SAN LORENZO JILOTEPEJILLO,1,20,1,IMB
OCIMB007625,99,M,HG TEHUANTEPEC,1,20,2,IMB
OCIMB007630,99,A,SAN ISIDRO DEL PALMAR,1,20,1,IMB
OCIMB007642,99,A,SAN PEDRO TULIXTLÁHUACA,1,20,1,IMB
OCIMB007654,99,A,SOLEDAD PIEDRA LARGA,1,20,1,IMB
OCIMB007666,99,A,GUADALUPE VICTORIA,1,20,1,IMB
OCIMB007671,99,A,SAN CRISTOBAL CHAYUCO,1,20,1,IMB
